player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
JM Wiener,"May 1, 1955, Melbourne, Victoria",Julien Mark Wiener,"Australia v England at Melbourne, Dec 8, 1979","Australia v West Indies at Sydney, Jan 18, 1980",7,7,0,140,50,20,324,43.2,0,1,12,0,2,0,7,2,24,34,0,0,0,0,8.5,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
DF Whatmore,"March 16, 1954, Colombo, Ceylon",Davenell Frederick Whatmore,"Australia v West Indies at Sydney, Jan 18, 1980","Australia v West Indies at Sydney, Jan 18, 1980",1,1,0,2,2,2,6,33.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
J Dyson,"June 11, 1954, Kogarah, Sydney, New South Wales",John Dyson,"England v Australia at Birmingham, Aug 22, 1980","Australia v New Zealand at Adelaide, Jan 31, 1983",29,27,4,755,79,32.82,1553,48.61,0,4,55,2,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TM Chappell,"October 12, 1952, Glenelg, Adelaide, South Australia",Trevor Martin Chappell,"Australia v New Zealand at Adelaide, Nov 23, 1980","Australia v India at Chelmsford, Jun 20, 1983",20,13,0,229,110,17.61,365,62.73,1,0,18,0,8,0,20,14,736,538,19,Mar-31,Mar-31,28.31,4.38,38.7,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
SF Graf,"May 19, 1957, Somerville, Melbourne, Victoria",Shaun Francis Graf,"Australia v New Zealand at Adelaide, Nov 23, 1980","Australia v West Indies at Sydney, Nov 24, 1981",11,6,0,24,8,4,50,48,0,0,1,0,1,0,11,10,522,345,8,Feb-23,Feb-23,43.12,3.96,65.2,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GF Lawson,"December 7, 1957, Wagga Wagga, New South Wales",Geoffrey Francis Lawson,"Australia v New Zealand at Adelaide, Nov 23, 1980","India v Australia at Bangalore, Oct 27, 1989",79,52,18,378,33*,11.11,500,75.6,0,0,0,4,18,0,79,79,4259,2592,88,Apr-26,Apr-26,29.45,3.65,48.3,1,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
MF Kent,"November 23, 1953, Mossman, Queensland",Martin Francis Kent,"Australia v New Zealand at Sydney, Jan 29, 1981","England v Australia at Birmingham, Jun 6, 1981",5,5,1,78,33,19.5,133,58.64,0,0,6,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GR Beard,"August 19, 1950, Auburn, Sydney, New South Wales",Graeme Robert Beard,"Australia v New Zealand at Melbourne, Jan 31, 1981","Australia v New Zealand at Melbourne, Feb 1, 1981",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,112,70,4,Feb-20,Feb-20,17.5,3.75,28,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TM Alderman,"June 12, 1956, Subiaco, Perth, Western Australia",Terence Michael Alderman,"England v Australia at Birmingham, Jun 6, 1981","Australia v New Zealand at Melbourne, Jan 15, 1991",65,18,6,32,9*,2.66,97,32.98,0,0,2,0,29,0,65,65,3371,2056,88,May-17,May-17,23.36,3.65,38.3,1,2,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
DM Wellham,"March 13, 1959, Summer Hill, Sydney, New South Wales",Dirk MacDonald Wellham,"Australia v Pakistan at Sydney, Dec 17, 1981","Australia v England at Sharjah, Apr 9, 1987",17,17,2,379,97,25.26,699,54.22,0,1,16,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GM Ritchie,"January 23, 1960, Stanthorpe, Queensland",Gregory Michael Ritchie,"Pakistan v Australia at Lahore, Oct 8, 1982","Australia v India at Sharjah, Apr 5, 1987",44,42,7,959,84,27.4,1479,64.84,0,6,55,6,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
WB Phillips,"March 1, 1958, Adelaide, South Australia",Wayne Bentley Phillips,"Pakistan v Australia at Karachi, Oct 22, 1982","New Zealand v Australia at Auckland, Mar 29, 1986",48,41,6,852,75*,24.34,994,85.71,0,6,0,0,42,7,48,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
CG Rackemann,"June 3, 1960, Wondai, Brisbane, Queensland",Carl Gray Rackemann,"Australia v New Zealand at Melbourne, Jan 9, 1983","Australia v England at Melbourne, Jan 10, 1991",52,18,6,34,9*,2.83,77,44.15,0,0,0,0,6,0,52,52,2791,1833,82,May-16,May-16,22.35,3.94,34,3,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
KC Wessels,"September 14, 1957, Bloemfontein, Orange Free State",Kepler Christoffel Wessels,"Australia v New Zealand at Melbourne, Jan 9, 1983","Pakistan v South Africa at Faisalabad, Oct 28, 1994",109,105,7,3367,107,34.35,6088,55.3,1,26,263,2,49,0,109,23,749,666,18,Feb-16,Feb-16,37,5.33,41.6,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
JN Maguire,"September 15, 1956, Murwillumbah, New South Wales",John Norman Maguire,"Australia v England at Melbourne, Jan 23, 1983","India v Australia at Indore, Oct 6, 1984",23,11,5,42,14*,7,71,59.15,0,0,1,0,2,0,23,20,1009,769,19,Mar-61,Mar-61,40.47,4.57,53.1,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TG Hogan,"September 23, 1956, Merredin, Western Australia",Tom George Hogan,"Australia v New Zealand at Adelaide, Jan 31, 1983","India v Australia at Ahmedabad, Oct 5, 1984",16,12,4,72,27,9,95,75.78,0,0,7,2,10,0,16,15,917,574,23,Apr-33,Apr-33,24.95,3.75,39.8,1,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
KH MacLeay,"April 2, 1959, Bradford0on0Avon, Wiltshire, England",Kenneth Hervey MacLeay,"Australia v New Zealand at Adelaide, Jan 31, 1983","Australia v England at Adelaide, Jan 26, 1987",16,13,2,139,41,12.63,170,81.76,0,0,7,3,2,0,16,16,857,626,15,Jun-39,Jun-39,41.73,4.38,57.1,0,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
SB Smith,"October 18, 1961, Sydney, New South Wales",Steven Barry Smith,"Australia v New Zealand at Perth, Feb 6, 1983","Australia v West Indies at Melbourne, Feb 10, 1985",28,24,2,861,117,39.13,1319,65.27,2,8,0,0,8,0,28,2,7,5,0,0,0,0,4.28,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
MR Whitney,"February 24, 1959, Surry Hills, Sydney, New South Wales",Michael Roy Whitney,"Australia v New Zealand at Sydney, Mar 17, 1983","Australia v West Indies at Brisbane, Jan 10, 1993",38,13,7,40,9*,6.66,90,44.44,0,0,2,0,11,0,38,38,2106,1249,46,Apr-34,Apr-34,27.15,3.55,45.7,2,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
RD Woolley,"September 16, 1954, Hobart, Tasmania",Roger Douglas Woolley,"Sri Lanka v Australia at Colombo (PSS), Apr 13, 1983","Sri Lanka v Australia at Colombo (SSC), Apr 30, 1983",4,3,2,31,16,31,38,81.57,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GRJ Matthews,"December 15, 1959, Newcastle, New South Wales",Gregory Richard John Matthews,"Australia v West Indies at Melbourne, Jan 8, 1984","Australia v West Indies at Melbourne, Jan 18, 1993",59,50,13,619,54,16.72,911,67.94,0,1,23,3,23,0,59,54,2808,2004,57,Mar-27,Mar-27,35.15,4.28,49.2,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
DM Jones,"March 24, 1961, Coburg, Melbourne, Victoria",Dean Mervyn Jones,"Australia v Pakistan at Adelaide, Jan 30, 1984","South Africa v Australia at Cape Town, Apr 6, 1994",164,161,25,6068,145,44.61,8362,72.56,7,46,0,0,54,0,164,8,106,81,3,Feb-34,Feb-34,27,4.58,35.3,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
DC Boon,"December 29, 1960, Launceston, Tasmania",David Clarence Boon,"Australia v West Indies at Melbourne, Feb 12, 1984","West Indies v Australia at Kingstown, Mar 15, 1995",181,177,16,5964,122,37.04,9157,65.13,5,37,494,16,45,0,181,7,82,86,0,0,0,0,6.29,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
MJ Bennett,"October 6, 1956, Brisbane, Queensland",Murray John Bennett,"India v Australia at Indore, Oct 6, 1984","Australia v India at Sharjah, Mar 29, 1985",8,4,1,9,6*,3,21,42.85,0,0,0,0,1,0,8,8,408,275,4,Feb-27,Feb-27,68.75,4.04,102,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
CJ McDermott,"April 14, 1965, Raceview, Ipswich, Queensland",Craig John McDermott,"Australia v West Indies at Melbourne, Jan 6, 1985","Australia v Kenya at Visakhapatnam, Feb 23, 1996",138,78,17,432,37,7.08,492,87.8,0,0,36,8,27,0,138,138,7461,5018,203,May-44,May-44,24.71,4.03,36.7,4,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
SP O'Donnell,"January 26, 1963, Deniliquin, New South Wales",Simon Patrick O'Donnell,"Australia v West Indies at Melbourne, Jan 6, 1985","Australia v India at Hobart, Dec 10, 1991",87,64,15,1242,74*,25.34,1534,80.96,0,9,0,0,22,0,87,87,4350,3102,108,May-13,May-13,28.72,4.27,40.2,5,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
RG Holland,"October 19, 1946, Camperdown, Sydney, New South Wales",Robert George Holland,"Australia v West Indies at Sydney, Jan 15, 1985","England v Australia at Manchester, May 30, 1985",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,126,99,2,Feb-49,Feb-49,49.5,4.71,63,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
RJ McCurdy,"December 30, 1959, Melbourne, Victoria",Rodney John McCurdy,"Australia v West Indies at Adelaide, Jan 27, 1985","Australia v India at Sharjah, Mar 29, 1985",11,6,2,33,13*,8.25,71,46.47,0,0,1,0,1,0,11,11,515,375,12,Mar-19,Mar-19,31.25,4.36,42.9,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
RB Kerr,"June 16, 1961, Herston, Brisbane, Queensland",Robert Byers Kerr,"Australia v West Indies at Sydney, Feb 12, 1985","Australia v India at Melbourne, Mar 3, 1985",4,4,1,97,87*,32.33,159,61,0,1,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
SP Davis,"November 8, 1959, Brighton, Victoria",Simon Peter Davis,"Australia v New Zealand at Melbourne, Jan 9, 1986","Australia v England at Melbourne, Feb 4, 1988",39,11,7,20,6,5,34,58.82,0,0,0,0,5,0,39,39,2016,1133,44,03-Oct,03-Oct,25.75,3.37,45.8,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
DR Gilbert,"December 29, 1960, Darlinghurst, Sydney, New South Wales",David Robert Gilbert,"Australia v New Zealand at Melbourne, Jan 9, 1986","India v Australia at Ahmedabad, Oct 5, 1986",14,8,3,39,8,7.8,102,38.23,0,0,1,0,3,0,14,14,684,552,18,May-46,May-46,30.66,4.84,38,0,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
BA Reid,"March 14, 1963, Osborne Park, Perth, Western Australia",Bruce Anthony Reid,"Australia v New Zealand at Melbourne, Jan 9, 1986","Australia v West Indies at Melbourne, Mar 18, 1992",61,21,8,49,10,3.76,117,41.88,0,0,2,0,6,0,61,61,3250,2203,63,May-53,May-53,34.96,4.06,51.5,0,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
SR Waugh,"June 2, 1965, Canterbury, Sydney, New South Wales",Stephen Rodger Waugh,"Australia v New Zealand at Melbourne, Jan 9, 1986","Australia v South Africa at Perth, Feb 3, 2002",325,288,58,7569,120*,32.9,9971,75.91,3,45,530,68,111,0,325,207,8883,6761,195,Apr-33,Apr-33,34.67,4.56,45.5,3,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GR Marsh,"December 31, 1958, Northam, Western Australia",Geoffrey Robert Marsh,"Australia v New Zealand at Sydney, Jan 14, 1986","Australia v Pakistan at Perth, Mar 11, 1992",117,115,6,4357,126*,39.97,7790,55.93,9,22,302,22,31,0,117,1,6,4,0,0,0,0,4,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GS Trimble,"January 1, 1963, Herston, Brisbane, Queensland",Glenn Samuel Trimble,"Australia v New Zealand at Perth, Jan 19, 1986","Australia v New Zealand at Adelaide, Jan 27, 1986",2,2,1,4,4,4,5,80,0,0,1,0,0,0,2,1,24,32,0,0,0,0,8,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TJ Zoehrer,"September 25, 1961, Armadale, Perth, Western Australia",Timothy Joseph Zoehrer,"Australia v India at Sydney, Feb 5, 1986","Australia v South Africa at Perth, Jan 16, 1994",22,15,3,130,50,10.83,183,71.03,0,1,9,0,21,2,22,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GC Dyer,"March 16, 1959, Parramatta, Sydney, New South Wales",Gregory Charles Dyer,"India v Australia at Hyderabad (Deccan), Sep 24, 1986","Australia v England at Melbourne, Feb 4, 1988",23,13,2,174,45*,15.81,227,76.65,0,0,8,4,24,4,23,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
GA Bishop,"February 25, 1960, North Adelaide, South Australia",Glenn Andrew Bishop,"Australia v Pakistan at Perth, Jan 2, 1987","Australia v West Indies at Perth, Jan 4, 1987",2,2,0,13,7,6.5,44,29.54,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
PL Taylor,"August 22, 1956, North Sydney, New South Wales",Peter Laurence Taylor,"Australia v England at Brisbane, Jan 18, 1987","Australia v West Indies at Melbourne, Mar 18, 1992",83,47,25,437,54*,19.86,583,74.95,0,1,23,0,34,0,83,80,3937,2740,97,Apr-38,Apr-38,28.24,4.17,40.5,1,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
MRJ Veletta,"October 30, 1963, Subiaco, Perth, Western Australia",Michael Robert John Veletta,"Australia v Pakistan at Sharjah, Apr 3, 1987","England v Australia at Lord's, May 29, 1989",20,19,4,484,68*,32.26,642,75.38,0,2,29,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TM Moody,"October 2, 1965, Adelaide, South Australia",Thomas Masson Moody,"India v Australia at Chennai, Oct 9, 1987","Zimbabwe v Australia at Harare, Oct 24, 1999",76,64,12,1211,89,23.28,1747,69.31,0,10,74,18,21,0,76,66,2797,2014,52,Mar-25,Mar-25,38.73,4.32,53.7,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
TBA May,"January 26, 1962, North Adelaide, South Australia",Timothy Brian Alexander May,"Australia v Zimbabwe at Chennai, Oct 13, 1987","West Indies v Australia at Georgetown, Mar 18, 1995",47,12,8,39,15,9.75,52,75,0,0,1,0,3,0,47,46,2504,1772,39,Mar-19,Mar-19,45.43,4.24,64.2,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
AK Zesers,"March 11, 1967, Medindie, South Australia",Andris Karlis Zesers,"India v Australia at Delhi, Oct 22, 1987","Australia v New Zealand at Chandigarh, Oct 27, 1987",2,2,2,10,8*,0,14,71.42,0,0,1,0,1,0,2,2,90,74,1,Jan-37,Jan-37,74,4.93,90,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
AIC Dodemaide,"October 5, 1963, Williamstown, Melbourne, Victoria",Anthony Ian Christopher Dodemaide,"Australia v Sri Lanka at Perth, Jan 2, 1988","New Zealand v Australia at Auckland, Mar 28, 1993",24,16,7,124,30,13.77,159,77.98,0,0,4,0,7,0,24,24,1327,753,36,May-21,May-21,20.91,3.4,36.8,1,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
IA Healy,"April 30, 1964, Spring Hill, Brisbane, Queensland",Ian Andrew Healy,"Pakistan v Australia at Lahore, Oct 14, 1988","England v Australia at Lord's, May 25, 1997",168,120,36,1764,56,21,2104,83.84,0,4,77,5,194,39,168,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
JD Siddons,"April 25, 1964, Robinvale, Victoria",James Darren Siddons,"Pakistan v Australia at Lahore, Oct 14, 1988","Pakistan v Australia at Lahore, Oct 14, 1988",1,1,0,32,32,32,37,86.48,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
MG Hughes,"November 23, 1961, Euroa, Victoria",Mervyn Gregory Hughes,"Australia v Pakistan at Adelaide, Dec 11, 1988","England v Australia at Lord's, May 23, 1993",33,17,8,100,20,11.11,134,74.62,0,0,6,4,6,0,33,33,1639,1115,38,Apr-44,Apr-44,29.34,4.08,43.1,1,0,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
ME Waugh,"June 2, 1965, Canterbury, Sydney, New South Wales",Mark Edward Waugh,"Australia v Pakistan at Adelaide, Dec 11, 1988","Australia v South Africa at Perth, Feb 3, 2002",244,236,20,8500,173,39.35,11053,76.9,18,50,651,57,108,0,244,120,3687,2938,85,May-24,May-24,34.56,4.78,43.3,1,1,0,Australia,https://vignette.wikia.nocookie.net/logopedia/images/6/6d/91d2ed0d-9470-40d2-bebc-8a954f9595f9.png/revision/latest/scale-to-width-down/387?cb=20180103230049
